,id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,Content_ID,reviews.numHelpful,rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc,User_ID,rating_per_user
57260,AVphm23filAPnD_x7T1w,Rubbermaid,"Household Essentials,Cleaning Supplies,Cleaning Tools,Floor Care,Featured Brands,Home And Storage & Org,Rubbermaid,Industrial & Scientific,Janitorial & Sanitation Supplies,Commercial Mopping Supplies,Mops,Business & Industrial,Cleaning & Janitorial Supplies,Manual Cleaning Equipment,Mops, Mop Parts & Accessories,Complete Mops,See more Rubbermaid Reveal Spray Mop,Health & Household,Household Supplies,Mopping,Wet Mops",2015-10-31T01:47:19Z,2018-02-05T10:21:35Z,,"rubbermaid/47989564,071691434580,rubbermaidcommercialproducts/32630758,rubbermaidrevealspraymop/552957452,rubbermaid/2856049,rubbermaid/32630758,rubbermaidfg2856049revealspraymop/282522366794,rubbermaid/fg2856049fg2856049,rubbermaidrevealspraymop/b003yhf4ac,rubbermaid/1781553,wetmop/b003yhf4ac",Rubbermaid,47989564,Rubbermaid174 Reveal Spray Mop,2010-09-06T00:00:00.000Z,2017-09-11T13:03:07Z,"2017-09-01T17:54:10.326Z,2017-08-06T06:17:20.033Z",False,True,13531941.0,,5,https://www.walmart.com/reviews/product/16664809?limit=20&sort=relevancy&page=53,"I just purchased my Reveal mop and used it. I love it! I cleaned my tile kitchen, lanolium bathroom and laminate living, dining and bedroom with vinegar and water. It took only seconds and looks great. I can't wait to use it again. I'm thinking of giving it for Christmas Gifts!",Best Purchase Ever,,,Peggy,71691434580,12723,5
57514,AVphm23filAPnD_x7T1w,Rubbermaid,"Household Essentials,Cleaning Supplies,Cleaning Tools,Floor Care,Featured Brands,Home And Storage & Org,Rubbermaid,Industrial & Scientific,Janitorial & Sanitation Supplies,Commercial Mopping Supplies,Mops,Business & Industrial,Cleaning & Janitorial Supplies,Manual Cleaning Equipment,Mops, Mop Parts & Accessories,Complete Mops,See more Rubbermaid Reveal Spray Mop,Health & Household,Household Supplies,Mopping,Wet Mops",2015-10-31T01:47:19Z,2018-02-05T10:21:35Z,,"rubbermaid/47989564,071691434580,rubbermaidcommercialproducts/32630758,rubbermaidrevealspraymop/552957452,rubbermaid/2856049,rubbermaid/32630758,rubbermaidfg2856049revealspraymop/282522366794,rubbermaid/fg2856049fg2856049,rubbermaidrevealspraymop/b003yhf4ac,rubbermaid/1781553,wetmop/b003yhf4ac",Rubbermaid,47989564,Rubbermaid174 Reveal Spray Mop,2010-11-06T00:00:00.000Z,2017-09-11T13:03:07Z,"2017-09-01T17:53:42.856Z,2017-08-06T06:16:52.927Z",False,True,16056200.0,,5,https://www.walmart.com/reviews/product/16664809?limit=20&sort=relevancy&page=16,"This is the best! You can make your own floor cleaning solution, wash the floor pads NO BATTERIES. Swiffer had a great idea but Rubbermaid has made it better. Also, the mop floor base is bigger swivels in all directions. Kudos Rubbermaid. I'd suggest buy one extra bottle floor pad just to have on hand with different solutions.","Honestly, the best quick mop on the market",,,An anonymous customer,71691434580,805,421
57553,AVphm23filAPnD_x7T1w,Rubbermaid,"Household Essentials,Cleaning Supplies,Cleaning Tools,Floor Care,Featured Brands,Home And Storage & Org,Rubbermaid,Industrial & Scientific,Janitorial & Sanitation Supplies,Commercial Mopping Supplies,Mops,Business & Industrial,Cleaning & Janitorial Supplies,Manual Cleaning Equipment,Mops, Mop Parts & Accessories,Complete Mops,See more Rubbermaid Reveal Spray Mop,Health & Household,Household Supplies,Mopping,Wet Mops",2015-10-31T01:47:19Z,2018-02-05T10:21:35Z,,"rubbermaid/47989564,071691434580,rubbermaidcommercialproducts/32630758,rubbermaidrevealspraymop/552957452,rubbermaid/2856049,rubbermaid/32630758,rubbermaidfg2856049revealspraymop/282522366794,rubbermaid/fg2856049fg2856049,rubbermaidrevealspraymop/b003yhf4ac,rubbermaid/1781553,wetmop/b003yhf4ac",Rubbermaid,47989564,Rubbermaid174 Reveal Spray Mop,2010-12-22T00:00:00.000Z,2017-09-11T13:03:07Z,"2017-09-01T17:53:39.974Z,2017-08-06T06:16:45.037Z",False,True,17240392.0,,5,https://www.walmart.com/reviews/product/16664809?limit=20&sort=relevancy&page=6,"I used the Swifter mop for pet mess and foot print cleanup on my tile floors between regular cleanings, and it was fine. However this is AWESOME! NO batteries required, and I can make my own solution. I have two mops, one for pet cleanups and one for regular cleanups like scuff marks, etc due to making my own solution for pet urine elimination and one for general use. Swifter solution left a residue on my tile. My own solution doesn't. Bigger mop area on the Rubbermaid as well! Greener for the environment. I bought extra pads to use as needed. I had wished Swifter had created a mop like this! Rubbermaid beat them to it! LOVE this mop!",Great for all cleanups,,,Becca,71691434580,1641,6
57900,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2017-07-13T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,False,153797099.0,0.0,3,https://www.walmart.com/reviews/product/21062555,"I received this product for free from influenster to try and review. I used it for 14 days and my feelings are a little mixed. Overall, I do feel like my skin is softer, but I also think that the cream made my face more oily than it already is. I'm also sensitive to fragrances and I feel like the scent of this cream is too strong to me. contest",Not sure,,,Kimberly,71249227916,8411,5
58046,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-13T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37615318.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=58,"Ive used this for almost a week , havent noticed much in wrinkle reduction yet, but it feels great on and has a nice smell.",great moisturizer,,,An anonymous customer,71249227916,805,421
58047,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-13T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37586523.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=58,I am only one week into this regime and I believe I am seeing a difference in elasticity and fewer fine wrinkles.,Only used for a week,,,Kathy,71249227916,8053,6
58048,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-17T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37708712.0,,4,"https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=58,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=12",I loved the way it made my face feel as soon as I put it on. I could already tell a difference on my dry cheeks.,Love this!,,,Anonymous,71249227916,1033,6
58077,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2013-01-07T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,38380255.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=55,I really like this product. The only thing I don't like about it is the scent. I find it too strong. I personally like scent free skin care. Other then that I love how it feels on my skin,For The Love Of Your Skin,,,An anonymous customer,71249227916,805,421
58084,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-21T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37823520.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=50,I really liked the thick texture of Revitalift. It was a very good moisturizer. During the winter I often get dry patches on my skin and this product really helped with that. I got to try a one week sample so I cannot say if the anti aging aspect of this product is true or not. I did notice a positive change in the texture of my skin and I will definitely use this product again.,Very good moisturizer,,,Lynn,71249227916,9773,9
58087,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37564838.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=49,"I was using another well known brand of moisurizer,but I will be switching! I love the way Revitalift makes my skin feel and look,with such little effort. I use it all over my face,even on and around the eyes.My former routine was 3 different products just for moisturizing. Revitalift is now my day and night moisturizer.In just a few days I saw wrinkles diminishing,my skin grew firmer and softer. It is not heavy,and soaks into my skin,leaving a younger,fresher,smoother feel. Nice scent",I'll be making the switch,,,Donna,71249227916,4512,12
58253,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-13T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37610628.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=12,I liked this moisturizer. I thought it absorbed quickly and didn't leave a film on my skin. It also smelled nice and I would recommend it to other women.,I really liked this moisturizer.,,,Sunny,71249227916,15232,7
58254,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37568302.0,,4,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=12,This product definatly helped with fine lines and wrinkles. Would be my favorite if it also helped with dark spots.,Noticible difference in fine lines and wrinkles.,,,Donna,71249227916,4512,12
58664,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37562130.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=62,"very smooth, non-greasy",Great feel,,,Cindy,71249227916,3219,7
58669,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37563267.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=61,This stuff is awesome. My skin is smoother and firmer.,WOW!!!,,,An anonymous customer,71249227916,805,421
58707,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37561847.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=60,I love how this makes my skin feel and it smells nice too.,Love this product,,,An anonymous customer,71249227916,805,421
58723,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-12T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37563779.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=59,I loved this product! It's not too greasy for my face and my skin is so soft now.,Great moisterizer!,,,An anonymous customer,71249227916,805,421
58729,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2013-01-07T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,38398839.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=57,"oh my goodness this is a wonderful product, been using about two weeks and i can really see the differance in my lines, skin and dryness.",revitalift triple power,,,An anonymous customer,71249227916,805,421
58734,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2013-01-07T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,38385058.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=52,"WOW!!! Really pleased with the NEW L'OREAL PARIS Triple Action, Triple Results, Triple Power deep-acting moisturizer. The lines around my mouth have smoothed out and the skin is more supple. The scent is lovely! Thank you for this fabulous product and will continue to purchase this in the future..",L'Oreal PARIS Triple Power Moisturizer Triple Fab,,,An anonymous customer,71249227916,805,421
58736,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-29T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,38067085.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=52,I used the Triple Power Serum and Moisturizer together with great results. They both absorb into the skin and are not greasy at all. I saw immediate moisture restoral and over a month's time actually saw more firmness and softening of the wrinkles around my eyes. Love these products.,Great Results,,,An anonymous customer,71249227916,805,421
58748,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2012-12-17T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,37716027.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=52,"After using this product the first day I felt a very positive change! My face has been smoother and soft to touch. More imporvements were made with every day of use. I have had no braeak outs, redness, or dryness!! I would highly recommend this product!",My face feels wonderful!!,,,An anonymous customer,71249227916,805,421
58754,AVphoamL1cnluZ0-EojQ,L'Oreal Paris,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Featured Brands,Health & Beauty,L'oreal,Facial Moisturizers,Moisturizers,Moisturizers & Creams",2015-11-09T13:00:58Z,2018-02-05T11:27:22Z,71249227916,"lorealparisrevitalifttriplepowerdeepactingmoisturizer/b008eky8vk,071249227916,lorealparis/14153257,loreal/usc2382,lorealparisrevitalifttriplepowerdeepactingfacialmoisturizer17oz/550409551,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/01363282000p,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/14153257,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/b008eky8vk,0071249227916,revitalifttriplepowerdeepactingmoisturizer17ozloreal174paris/550409551",L'Oreal Paris,14153257,L'oreal Paris Revitalift Triple Power Deep-Acting Moisturizer,2013-01-07T00:00:00.000Z,2017-09-24T08:19:58Z,2017-09-03T20:43:00.000Z,False,True,38385023.0,,5,https://www.walmart.com/reviews/product/21062555?limit=20&sort=relevancy&page=53,Before I began using RevitaLift Triple Power I was experiencing dry patches around my mouth for the first time in my life. This product has been a great addition to my beauty routine and I recomend it to anyone with maturing skin.,eliminating peri menoposal dry patches,,,An anonymous customer,71249227916,805,421
